entry_id,Publisher Name,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
mkt_3197,Google - US,international airports,Broad,Geo Targeted Los Angeles,International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$0.33,$0.33,786,0.13%,1.06,0.00%,$0.00,$0.00,$0.33,0
mkt_3198,Overture - US,washington to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.13,2,$1.13,$0.56,194,1.03%,3.15,0.00%,$0.00,$0.00,$1.13,0
mkt_3199,Yahoo - US,florence flight,Advanced,Geo Targeted New York,New York to Florence Sale,uncategorized,,Live,$6.25,7,$9.69,$1.38,583,1.20%,1.00,0.00%,$0.00,$0.00,$9.69,0
mkt_320,Google - US,turkey ticket,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,10,$19.96,$2.00,141,7.09%,1.68,0.00%,$0.00,$0.00,$19.96,0
mkt_3200,Google - Global,lyon airfare,Broad,Air France Global Campaign,Lyon,lyon,Position 1- 3,Unavailable,$1.25,12,$15.02,$1.25,"1,030",1.17%,1.31,16.67%,$7.51,"$1,836.00",$15.02,2
mkt_3201,Overture - US,trip to paris france,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.46,11,$7.15,$0.65,172,6.40%,2.74,0.00%,$0.00,$0.00,$7.15,0
mkt_3202,Google - Global,paris tickets,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unavailable,$2.50,237,$462.45,$1.95,"23,540",1.01%,1.79,2.11%,$92.49,"$3,512.20",$462.45,5
mkt_3203,Google - US,france air tickets,Broad,Geo Targeted Philadelphia,Philadelphia to France Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$3.78,$1.89,4,50.00%,1.00,0.00%,$0.00,$0.00,$3.78,0
mkt_3204,Overture - US,cheap ticket to germany,Advanced,Unassigned,Unassigned,germany,Position 5-10 Bid Strategy,Paused,$0.68,104,$113.67,$1.09,"1,010",10.30%,2.41,0.00%,$0.00,$0.00,$113.67,0
mkt_3205,Overture - Global,mumbai vacation,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,1,$0.66,$0.66,23,4.35%,1.04,0.00%,$0.00,$0.00,$0.66,0
mkt_3206,Overture - US,airline reservation system,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Paused,$0.24,10,$2.53,$0.25,"26,870",0.04%,1.49,0.00%,$0.00,$0.00,$2.53,0
mkt_3207,Yahoo - US,florence travel,Advanced,Western Europe Destinations,Florence,uncategorized,,Live,$6.25,7,$18.65,$2.66,"2,271",0.31%,3.01,0.00%,$0.00,$0.00,$18.65,0
mkt_3208,Overture - US,cheap airline ticket paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.64,6,$5.00,$0.83,248,2.42%,2.71,0.00%,$0.00,$0.00,$5.00,0
mkt_3209,Overture - Global,marseille vacation,Advanced,Unassigned,Unassigned,marseille,,Paused,$8.75,1,$1.04,$1.04,879,0.11%,1.12,0.00%,$0.00,$0.00,$1.04,0
mkt_321,Google - US,geneva cheap tickets,Broad,Google_Yearlong 2006,Google|Geneva,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.81,$2.81,5,20.00%,2.60,0.00%,$0.00,$0.00,$2.81,0
mkt_3210,Google - US,bordeaux airline,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00,3,$6.00,$2.00,54,5.56%,1.09,0.00%,$0.00,$0.00,$6.00,0
mkt_3211,MSN - US,paris tourism,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Live,$0.00,22,$46.04,$2.09,"1,280",1.72%,1.26,0.00%,$0.00,$0.00,$46.04,0
mkt_3212,Google - US,madrid flight,Broad,Geo Targeted Los Angeles,Los Angeles to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.15,$1.15,7,14.29%,1.57,0.00%,$0.00,$0.00,$1.15,0
mkt_3213,Google - US,france cheap airline tickets,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,6,$12.60,$2.10,7,85.71%,1.00,0.00%,$0.00,$0.00,$12.60,0
mkt_3214,Overture - US,international airplane ticket,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Paused,$0.25,9,$23.27,$2.59,594,1.52%,3.06,0.00%,$0.00,$0.00,$23.27,0
mkt_3215,Google - Global,de france tour,Broad,Air France Global Campaign,Tour de France,uncategorized,,Unavailable,$6.25,28,$57.50,$2.05,751,3.73%,1.67,0.00%,$0.00,$0.00,$57.50,0
mkt_3216,Overture - Global,lowest fare to paris,Advanced,Unassigned,Unassigned,paris,,Sent,$8.75,7,$6.22,$0.89,"1,001",0.70%,2.94,0.00%,$0.00,$0.00,$6.22,0
mkt_3217,Google - US,istanbul airport,Broad,Google_Yearlong 2006,Google|Istanbul,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$0.99,$0.99,378,0.26%,1.84,0.00%,$0.00,$0.00,$0.99,0
mkt_3218,Overture - Global,la rochelle airport,Standard,Unassigned,Unassigned,larochelle,Position 1-2 Target,Paused,$0.28,8,$2.01,$0.25,547,1.46%,2.12,0.00%,$0.00,$0.00,$2.01,0
mkt_3219,Overture - Global,philadelphia flight,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,26,$26.24,$1.01,"8,428",0.31%,1.00,0.00%,$0.00,$0.00,$26.24,0
mkt_322,Google - US,france plane tickets,Broad,Geo Targeted Miami,Miami to France Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.49,$2.49,1,100.00%,1.00,0.00%,$0.00,$0.00,$2.49,0
mkt_3220,Overture - US,airline ticket special,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Paused,$0.84,16,$14.69,$0.92,981,1.63%,3.90,0.00%,$0.00,$0.00,$14.69,0
mkt_3221,Overture - Global,dubai fly,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,2,$1.09,$0.54,40,5.00%,1.72,0.00%,$0.00,$0.00,$1.09,0
mkt_3222,Overture - Global,cheap nice flight,Advanced,Unassigned,Unassigned,nice,Position 1-2 Target,Paused,$0.65,45,$38.79,$0.86,"19,688",0.23%,2.56,0.00%,$0.00,$0.00,$38.79,0
mkt_3223,MSN - Global,lyon airfares,Broad,Air France Brand & French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,1,$1.60,$1.60,31,3.23%,1.03,0.00%,$0.00,$0.00,$1.60,0
mkt_3224,Google - US,paris cheap tickets,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00,160,$497.35,$3.11,"2,009",7.96%,2.26,0.00%,$0.00,$0.00,$497.35,0
mkt_3225,Google - US,[istanbul airport],Exact,Western Europe Destinations,Istanbul,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,5,$5.33,$1.07,942,0.53%,4.58,0.00%,$0.00,$0.00,$5.33,0
mkt_3226,Google - US,france airlines,Broad,Geo Targeted DC,DC to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$6.24,$3.12,131,1.53%,1.22,0.00%,$0.00,$0.00,$6.24,0
mkt_3227,Yahoo - US,greece airline,Advanced,Western Europe Destinations,Greece,uncategorized,,Live,$6.25,4,$6.76,$1.69,96,4.17%,1.36,0.00%,$0.00,$0.00,$6.76,0
mkt_3228,Google - US,paris cheap air tickets,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,1,$2.55,$2.55,1,100.00%,1.00,0.00%,$0.00,$0.00,$2.55,0
mkt_3229,Google - Global,flights to paris,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unavailable,$5.00,"1,558","$2,517.87",$1.62,"70,914",2.20%,2.36,0.83%,$193.68,"$24,140.00","$2,517.87",13
mkt_323,Google - US,athens tickets,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$3.86,$1.93,52,3.85%,1.90,0.00%,$0.00,$0.00,$3.86,0
mkt_3230,Overture - Global,venice travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,8,$16.68,$2.08,553,1.45%,1.08,0.00%,$0.00,$0.00,$16.68,0
mkt_3231,Overture - Global,delhi travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,2,$1.29,$0.64,270,0.74%,1.05,0.00%,$0.00,$0.00,$1.29,0
mkt_3232,Google - US,discount europe airfares,Broad,Geo Targeted Los Angeles,Discount Europe Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.61,$2.61,9,11.11%,2.44,0.00%,$0.00,$0.00,$2.61,0
mkt_3233,Google - US,fly to europe,Broad,Google_Yearlong 2006,Google|Europe,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,93,$178.94,$1.92,"1,361",6.83%,1.87,0.00%,$0.00,$0.00,$178.94,0
mkt_3234,MSN - US,france fares,Broad,Air France Brand & French Destinations,France,uncategorized,,Live,$0.00,2,$5.26,$2.63,59,3.39%,1.59,0.00%,$0.00,$0.00,$5.26,0
mkt_3235,Google - US,rome flights,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unavailable,$0.00,291,$492.44,$1.69,"7,714",3.77%,4.58,0.00%,$0.00,$0.00,$492.44,0
mkt_3236,Overture - Global,bordeaux cheap flight,Advanced,Unassigned,Unassigned,bordeaux,,Paused,$8.75,4,$3.05,$0.76,659,0.61%,1.12,0.00%,$0.00,$0.00,$3.05,0
mkt_3237,Overture - US,air fly ticket,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.13,6,$2.48,$0.41,205,2.93%,3.85,0.00%,$0.00,$0.00,$2.48,0
mkt_3238,Overture - Global,low cost airline france,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Sent,$0.36,8,$2.86,$0.36,"1,225",0.65%,3.54,0.00%,$0.00,$0.00,$2.86,0
mkt_3239,Google - US,paris flight deal,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$8.29,$4.14,2,100.00%,1.00,0.00%,$0.00,$0.00,$8.29,0
mkt_324,Google - Global,paris airlines,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unavailable,$5.00,218,$507.92,$2.33,"2,724",8.00%,1.51,0.46%,$507.92,"$2,094.40",$507.92,1
mkt_3240,Yahoo - US,france flight,Standard,Paris & France Terms,France,uncategorized,,Live,$6.25,107,$136.30,$1.27,"3,137",3.41%,1.00,0.93%,$136.30,"$4,148.00",$136.30,1
mkt_3241,Google - US,lyon tickets,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00,1,$2.84,$2.84,267,0.37%,1.48,0.00%,$0.00,$0.00,$2.84,0
mkt_3242,Google - US,paris cheap tickets,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00,22,$38.49,$1.75,178,12.36%,2.59,0.00%,$0.00,$0.00,$38.49,0
mkt_3243,Google - US,paris airports,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.94,$3.94,34,2.94%,1.21,0.00%,$0.00,$0.00,$3.94,0
mkt_3244,Google - US,paris cheap fares,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.41,$3.41,7,14.29%,1.85,0.00%,$0.00,$0.00,$3.41,0
mkt_3245,Overture - US,frequence plus,Advanced,Unassigned,Unassigned,airfrance,Position 2-5 Bid Strategy,Unavailable,$0.13,2,$0.25,$0.13,369,0.54%,1.12,0.00%,$0.00,$0.00,$0.25,0
mkt_3246,Google - Global,french airlines,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unavailable,$5.00,330,$989.54,$3.00,"8,498",3.88%,1.44,0.00%,$0.00,$0.00,$989.54,0
mkt_3247,Yahoo - US,flight to london,Standard,Western Europe Destinations,London,uncategorized,,Paused,$6.25,11,$22.26,$2.02,528,2.08%,1.00,0.00%,$0.00,$0.00,$22.26,0
mkt_3248,Google - US,rome flights,Broad,Geo Targeted DC,DC to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,12,$38.55,$3.21,162,7.41%,1.16,0.00%,$0.00,$0.00,$38.55,0
mkt_3249,Google - Global,bordeaux airports,Broad,Air France Global Campaign,Bordeaux,bordeaux,Position 1- 3,Unavailable,$1.25,2,$0.70,$0.35,20,10.00%,1.70,0.00%,$0.00,$0.00,$0.70,0
mkt_325,Overture - US,international airline reservation,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Paused,$0.26,2,$1.28,$0.64,326,0.61%,3.56,0.00%,$0.00,$0.00,$1.28,0
mkt_3250,Google - Global,nice flight,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unavailable,$1.25,28,$36.42,$1.30,"2,356",1.19%,1.55,10.71%,$12.14,"$3,944.00",$36.42,3
mkt_3251,Google - US,europe airlines,Broad,Geo Targeted DC,Europe DC,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.11,$2.11,31,3.23%,3.23,0.00%,$0.00,$0.00,$2.11,0
mkt_3252,Google - Global,air france deal,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unavailable,$5.00,6,$12.64,$2.11,61,9.84%,2.31,0.00%,$0.00,$0.00,$12.64,0
mkt_3254,Google - US,rome airline,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,4,$18.65,$4.66,20,20.00%,1.10,0.00%,$0.00,$0.00,$18.65,0
mkt_3255,Google - US,florence fares,Broad,Geo Targeted San Francisco,San Francisco to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.74,$3.74,1,100.00%,1.00,0.00%,$0.00,$0.00,$3.74,0
mkt_3256,Google - US,france tickets,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Paused,$10.00,83,$277.92,$3.35,"3,292",2.52%,1.51,2.41%,$138.96,"$1,070.15",$277.92,2
mkt_3257,Google - US,greece fares,Broad,Western Europe Destinations,Greece,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$7.47,$2.49,144,2.08%,4.03,0.00%,$0.00,$0.00,$7.47,0
mkt_3258,Google - US,madrid flights,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,41,$46.07,$1.12,"1,875",2.19%,4.44,0.00%,$0.00,$0.00,$46.07,0
mkt_3259,Google - US,athens flights,Broad,Western Europe Destinations,Athens,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,162,$240.19,$1.48,"6,196",2.61%,4.57,0.00%,$0.00,$0.00,$240.19,0
mkt_326,Overture - US,airfare to frankfurt,Advanced,Unassigned,Unassigned,frankfurt,Position 5-10 Bid Strategy,Paused,$0.53,16,$14.03,$0.88,292,5.48%,1.54,0.00%,$0.00,$0.00,$14.03,0
mkt_3260,Google - US,france airport,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unavailable,$10.00,36,$95.69,$2.66,"2,391",1.51%,1.17,0.00%,$0.00,$0.00,$95.69,0
mkt_3261,Google - US,rome cheap tickets,Broad,Geo Targeted DC,DC to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.31,$2.31,4,25.00%,1.50,0.00%,$0.00,$0.00,$2.31,0
mkt_3262,Overture - Global,cheap new york amsterdam flight,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,2,$0.69,$0.34,16,12.50%,1.55,0.00%,$0.00,$0.00,$0.69,0
mkt_3263,Google - US,barcelona cheap airfare,Broad,Geo Targeted Boston,Boston to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.05,$3.05,4,25.00%,1.00,0.00%,$0.00,$0.00,$3.05,0
mkt_3264,Overture - US,discount airfare to london,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Paused,$0.80,8,$10.60,$1.33,147,5.44%,2.34,0.00%,$0.00,$0.00,$10.60,0
mkt_3265,Yahoo - US,international plane ticket,Advanced,Geo Targeted Boston,International Boston,uncategorized,,Paused,$6.25,1,$0.93,$0.93,5,20.00%,1.00,0.00%,$0.00,$0.00,$0.93,0
mkt_3266,Google - US,cheap europe airfare,Broad,Geo Targeted New York,Cheap Europe New York,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.64,$2.64,1,100.00%,1.00,0.00%,$0.00,$0.00,$2.64,0
mkt_3267,Google - US,rome tickets,Broad,Geo Targeted Philadelphia,Philadelphia to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.99,$3.99,14,7.14%,1.50,0.00%,$0.00,$0.00,$3.99,0
mkt_3268,Google - US,cheap europe airfare,Broad,Geo Targeted Boston,Cheap Europe Boston,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.15,$2.15,5,20.00%,1.00,0.00%,$0.00,$0.00,$2.15,0
mkt_3269,Overture - US,belgrade,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Paused,$11.25,76,$47.20,$0.62,"1,538",4.94%,0.90,0.00%,$0.00,$0.00,$47.20,0
mkt_327,Overture - US,airfare ticket for sale,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Paused,$0.24,1,$0.56,$0.56,199,0.50%,3.94,0.00%,$0.00,$0.00,$0.56,0
mkt_3270,Google - US,geneva ticket,Broad,Google_Yearlong 2006,Google|Geneva,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$1.10,$1.10,24,4.17%,1.58,0.00%,$0.00,$0.00,$1.10,0
mkt_3271,MSN - Global,flights to lyon,Broad,Air France Brand & French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,2,$4.28,$2.14,156,1.28%,1.71,0.00%,$0.00,$0.00,$4.28,0
mkt_3272,Overture - Global,lyon plane ticket,Standard,Unassigned,Unassigned,lyon,,Paused,$8.75,1,$0.65,$0.65,16,6.25%,1.00,0.00%,$0.00,$0.00,$0.65,0
mkt_3273,Overture - US,flight to spain,Advanced,Unassigned,Unassigned,flight,Position 5-10 Bid Strategy,Paused,$0.71,229,$222.32,$0.97,"8,854",2.59%,1.57,0.00%,$0.00,$0.00,$222.32,0
mkt_3274,Overture - US,paris airfare deal,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.45,1,$0.60,$0.60,90,1.11%,1.99,0.00%,$0.00,$0.00,$0.60,0
mkt_3275,MSN - Global,france airport,Broad,Air France Brand & French Destinations,France,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,17,$14.42,$0.85,905,1.88%,1.47,0.00%,$0.00,$0.00,$14.42,0
mkt_3276,Google - US,london airlines,Broad,Google_Yearlong 2006,Google|London,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,6,$13.02,$2.17,310,1.94%,3.20,0.00%,$0.00,$0.00,$13.02,0
mkt_3277,Yahoo - US,air france germany,Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50,1,$0.21,$0.21,23,4.35%,1.00,0.00%,$0.00,$0.00,$0.21,0
mkt_3278,Overture - US,munich cheap flight,Advanced,Unassigned,Unassigned,munich,Position 5-10 Bid Strategy,Paused,$0.65,28,$15.66,$0.56,"3,702",0.76%,2.25,0.00%,$0.00,$0.00,$15.66,0
mkt_3279,Google - US,airfrance tickets,Broad,Geo Targeted Detroit,Airfrance Deal Detroit,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$1.28,$0.64,3,66.67%,1.00,0.00%,$0.00,$0.00,$1.28,0
mkt_328,MSN - Global,paris fares,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00,17,$36.31,$2.14,200,8.50%,1.79,0.00%,$0.00,$0.00,$36.31,0
mkt_3280,Overture - Global,san francisco travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,33,$83.20,$2.52,"25,024",0.13%,1.02,0.00%,$0.00,$0.00,$83.20,0
mkt_3281,Overture - US,new york to venice,Advanced,Unassigned,Unassigned,newyork,Position 5-10 Bid Strategy,Paused,$1.46,7,$4.61,$0.66,245,2.86%,4.82,0.00%,$0.00,$0.00,$4.61,0
mkt_3282,Overture - Global,air france airplane,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Paused,$0.18,5,$1.74,$0.35,443,1.13%,2.29,0.00%,$0.00,$0.00,$1.74,0
mkt_3283,Yahoo - US,international airfare,Advanced,Geo Targeted Chicago,International Chicago,uncategorized,,Live,$6.25,26,$65.15,$2.51,486,5.35%,1.46,0.00%,$0.00,$0.00,$65.15,0
mkt_3284,Yahoo - US,rome flight,Advanced,Geo Targeted New York,New York to Rome Sale,uncategorized,,Live,$6.25,1,$1.93,$1.93,204,0.49%,1.00,0.00%,$0.00,$0.00,$1.93,0
mkt_3285,Overture - Global,cannes flight,Standard,Unassigned,Unassigned,cannes,Position 1-2 Target,Paused,$0.61,26,$15.17,$0.58,235,11.06%,1.69,3.85%,$15.17,$298.35,$15.17,1
mkt_3286,Overture - US,greece cruises,Advanced,Unassigned,Unassigned,greece,Position 1-2 Target,Paused,$2.75,35,$92.15,$2.63,"7,089",0.49%,1.06,0.00%,$0.00,$0.00,$92.15,0
mkt_3287,Yahoo - US,cheap europe tickets,Advanced,Geo Targeted Atlanta,Cheap Europe Atlanta,uncategorized,,Paused,$6.25,3,$11.95,$3.98,318,0.94%,4.94,0.00%,$0.00,$0.00,$11.95,0
mkt_3288,Overture - US,new york to london,Advanced,Unassigned,Unassigned,newyork,Position 5-10 Bid Strategy,Paused,$0.58,6,$3.25,$0.54,322,1.86%,3.40,0.00%,$0.00,$0.00,$3.25,0
mkt_329,Overture - US,air france special,Standard,Unassigned,Unassigned,airfrance,Position 2-5 Bid Strategy,Paused,$0.13,4,$1.50,$0.38,36,11.11%,2.61,0.00%,$0.00,$0.00,$1.50,0
mkt_3290,MSN - Global,france airlines,Broad,Air France Brand & French Destinations,France,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00,17,$26.24,$1.54,311,5.47%,1.26,0.00%,$0.00,$0.00,$26.24,0
mkt_3293,Google - US,paris cheap fares,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.58,$2.58,2,50.00%,2.50,0.00%,$0.00,$0.00,$2.58,0
mkt_3294,Yahoo - US,international air ticket,Advanced,Geo Targeted Los Angeles,International Los Angeles,uncategorized,,Paused,$6.25,6,$9.90,$1.65,33,18.18%,1.70,0.00%,$0.00,$0.00,$9.90,0
mkt_3295,Yahoo - US,airfrance.us,Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50,242,$87.57,$0.36,"1,371",17.65%,1.02,5.79%,$6.26,"$10,140.50",$87.57,14
mkt_3296,Google - US,barcelona airlines,Broad,Geo Targeted San Francisco,San Francisco to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$2.93,$1.46,16,12.50%,1.19,0.00%,$0.00,$0.00,$2.93,0
mkt_3297,Google - US,overseas cheap flights,Broad,Google_Yearlong 2006,Google|Overseas,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,5,$7.61,$1.52,36,13.89%,2.53,0.00%,$0.00,$0.00,$7.61,0
mkt_3298,Google - US,flight to athens,Broad,Google_Yearlong 2006,Google|Athens,flight,Position 5-10 Bid Strategy,Paused,$6.25,76,$125.47,$1.65,774,9.82%,1.95,0.00%,$0.00,$0.00,$125.47,0
mkt_3299,Yahoo - US,business class ticket,Advanced,Business Class,Business Class - Generic,uncategorized,,Live,$7.50,5,$24.75,$4.95,"1,339",0.37%,1.47,0.00%,$0.00,$0.00,$24.75,0
mkt_330,Overture - US,flight france nice,Standard,Unassigned,Unassigned,nice,Position 2-5 Bid Strategy,Paused,$0.19,5,$2.21,$0.44,78,6.41%,2.64,0.00%,$0.00,$0.00,$2.21,0
mkt_3300,Google - US,flight to barcelona,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,70,$117.15,$1.67,727,9.63%,2.35,0.00%,$0.00,$0.00,$117.15,0
mkt_3301,Overture - US,cdg paris airport,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.14,5,$4.56,$0.91,"1,129",0.44%,2.35,0.00%,$0.00,$0.00,$4.56,0
mkt_3302,Google - US,milan cheap ticket,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$3.44,$1.15,20,15.00%,1.85,0.00%,$0.00,$0.00,$3.44,0
mkt_3303,Google - US,venice travel,Broad,Google_Yearlong 2006,Google|Venice,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,46,$183.20,$3.98,"6,761",0.68%,1.93,0.00%,$0.00,$0.00,$183.20,0
mkt_3305,Google - US,munich flights,Broad,Google_Yearlong 2006,Google|Munich,munich,Position 5-10 Bid Strategy,Paused,$8.75,17,$73.69,$4.33,625,2.72%,1.65,0.00%,$0.00,$0.00,$73.69,0
mkt_3306,Google - US,madrid flights,Broad,Geo Targeted New York,New York to Madrid Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$6.85,$2.28,101,2.97%,1.60,0.00%,$0.00,$0.00,$6.85,0
mkt_3307,Google - US,international airfares,Broad,Geo Targeted Philadelphia,International Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$4.51,$4.51,63,1.59%,1.66,0.00%,$0.00,$0.00,$4.51,0
mkt_3308,Google - US,europe airline,Broad,Geo Targeted Philadelphia,Europe Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.56,$1.56,21,4.76%,1.00,0.00%,$0.00,$0.00,$1.56,0
mkt_3309,Google - US,bamako flights,Broad,Google_Yearlong 2006,Google|bamako,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$4.09,$1.36,75,4.00%,1.07,0.00%,$0.00,$0.00,$4.09,0
